UniprotAccession,proteinAtLocation,total,unique
P25054,APC F1197* [cytosol],1,1
P25054,APC E1554* [cytosol],1,1
P25067,GlcGalHyl-COL8A2(?-703) [extracellular region],1,1
P25067,GlcGalHyl-COL8A2(29-?) [extracellular region],1,1
P25067,GlcGalHyl-COL8A2 [extracellular region],1,1
P25067,GlcGalHyl-COL8A2 [endoplasmic reticulum lumen],1,1
P25067,GalHyl-COL8A2(?-703) [extracellular region],1,1
P25067,GalHyl-COL8A2(29-?) [extracellular region],1,1
P25067,GalHyl-COL8A2 [extracellular region],1,1
P25067,GalHyl-COL8A2 [endoplasmic reticulum lumen],1,1
P25067,5Hyl-COL8A2(?-703) [extracellular region],1,1
P25067,5Hyl-COL8A2(29-?) [extracellular region],1,1
P25067,5Hyl-COL8A2 [extracellular region],1,1
P25067,5Hyl-COL8A2 [endoplasmic reticulum lumen],1,1
P25067,3x4Hyp-GlcGalHyl-COL8A2(?-703) [extracellular region],2,2
P25067,3x4Hyp-GlcGalHyl-COL8A2(29-?) [extracellular region],2,2
P25067,3x4Hyp-GlcGalHyl-COL8A2 [extracellular region],2,2
P25067,3x4Hyp-GlcGalHyl-COL8A2 [endoplasmic reticulum lumen],2,2
P25067,3x4Hyp-GalHyl-COL8A2(?-703) [extracellular region],2,2
P25067,3x4Hyp-GalHyl-COL8A2(29-?) [extracellular region],2,2
P25067,3x4Hyp-GalHyl-COL8A2 [extracellular region],2,2
P25067,3x4Hyp-GalHyl-COL8A2 [endoplasmic reticulum lumen],2,2
P25067,3x4Hyp-COL8A2(?-703) [extracellular region],1,1
P25067,3x4Hyp-COL8A2(29-?) [extracellular region],1,1
P25067,3x4Hyp-COL8A2 [extracellular region],1,1
P25067,3x4Hyp-COL8A2 [endoplasmic reticulum lumen],1,1
P25067,3x4Hyp-5Hyl-COL8A2(?-703) [extracellular region],2,2
P25067,3x4Hyp-5Hyl-COL8A2(29-?) [extracellular region],2,2
P25067,3x4Hyp-5Hyl-COL8A2 [extracellular region],2,2
P25067,3x4Hyp-5Hyl-COL8A2 [endoplasmic reticulum lumen],2,2
P25067,3x4Hyp-3Hyp-GlcGalHyl-COL8A2(?-703) [extracellular region],3,3
P25067,3x4Hyp-3Hyp-GlcGalHyl-COL8A2(29-?) [extracellular region],3,3
P25067,3x4Hyp-3Hyp-GlcGalHyl-COL8A2 [extracellular region],3,3
P25067,3x4Hyp-3Hyp-GlcGalHyl-COL8A2 [endoplasmic reticulum lumen],3,3
P25067,3x4Hyp-3Hyp-GalHyl-COL8A2(?-703) [extracellular region],3,3
P25067,3x4Hyp-3Hyp-GalHyl-COL8A2(29-?) [extracellular region],3,3
P25067,3x4Hyp-3Hyp-GalHyl-COL8A2 [extracellular region],3,3
P25067,3x4Hyp-3Hyp-GalHyl-COL8A2 [endoplasmic reticulum lumen],3,3
P25067,3x4Hyp-3Hyp-COL8A2(?-703) [extracellular region],2,2
P25067,3x4Hyp-3Hyp-COL8A2(29-?) [extracellular region],2,2
P25067,3x4Hyp-3Hyp-COL8A2 [extracellular region],2,2
P25067,3x4Hyp-3Hyp-COL8A2 [endoplasmic reticulum lumen],2,2
P25067,3x4Hyp-3Hyp-5Hyl-COL8A2(?-703) [extracellular region],3,3
P25067,3x4Hyp-3Hyp-5Hyl-COL8A2(29-?) [extracellular region],3,3
P25067,3x4Hyp-3Hyp-5Hyl-COL8A2 [extracellular region],3,3
P25067,3x4Hyp-3Hyp-5Hyl-COL8A2 [endoplasmic reticulum lumen],3,3
P25098,p-S29-ADRBK1 [cytosol],1,1
P25685,"p-S149,S151,S171 DNAJB1 [cytosol]",3,1
P25940,Glu-Gal-Hyl collagen alpha-3(V) chain [extracellular region],1,1
P25940,Glu-Gal-Hyl collagen alpha-3(V) chain N-term fragment [extracellular region],1,1
P25940,Glu-Gal-Hyl collagen alpha-3(V) chain C-term fragment [extracellular region],1,1
P25940,GlcGalHyl-COL5A3(?-1745) [extracellular region],1,1
P25940,GlcGalHyl-COL5A3 [extracellular region],1,1
P25940,GlcGalHyl-COL5A3 [endoplasmic reticulum lumen],1,1
P25940,GalHyl-COL5A3(?-1745) [extracellular region],1,1
P25940,GalHyl-COL5A3 [extracellular region],1,1
P25940,GalHyl-COL5A3 [endoplasmic reticulum lumen],1,1
P25940,5Hyl-COL5A3(?-1745) [extracellular region],1,1
P25940,5Hyl-COL5A3 [extracellular region],1,1
P25940,5Hyl-COL5A3 [endoplasmic reticulum lumen],1,1
P25940,5-hydroxylysyl collagen alpha-3(V) chain [extracellular region],1,1
P25940,5-hydroxylysyl collagen alpha-3(V) chain N-term fragment [extracellular region],1,1
P25940,5-hydroxylysyl collagen alpha-3(V) chain C-term fragment [extracellular region],1,1
P25940,5-Gal-Hyl collagen alpha-3(V) chain [extracellular region],1,1
P25940,5-Gal-Hyl collagen alpha-3(V) chain N-term fragment [extracellular region],1,1
P25940,5-Gal-Hyl collagen alpha-3(V) chain C-term fragment [extracellular region],1,1
P25940,4-hydroxyprolyl collagen alpha-3(V) chain [extracellular region],1,1
P25940,4-hydroxyprolyl collagen alpha-3(V) chain N-term fragment [extracellular region],1,1
P25940,4-hydroxyprolyl collagen alpha-3(V) chain C-term fragment [extracellular region],1,1
P25940,4-Hyp Glu-Gal-Hyl collagen alpha-3(V) chain [extracellular region],2,2
P25940,4-Hyp Glu-Gal-Hyl collagen alpha-3(V) chain N-term fragment [extracellular region],2,2
P25940,4-Hyp Glu-Gal-Hyl collagen alpha-3(V) chain C-term fragment [extracellular region],2,2
P25940,4-Hyp 5-Hyl collagen alpha-3(V) chain [extracellular region],2,2
P25940,4-Hyp 5-Hyl collagen alpha-3(V) chain N-term fragment [extracellular region],2,2
P25940,4-Hyp 5-Hyl collagen alpha-3(V) chain C-term fragment [extracellular region],2,2
P25940,4-Hyp 5-Gal-Hyl collagen alpha-3(V) chain [extracellular region],2,2
P25940,4-Hyp 5-Gal-Hyl collagen alpha-3(V) chain N-term fragment [extracellular region],2,2
P25940,4-Hyp 5-Gal-Hyl collagen alpha-3(V) chain C-term fragment [extracellular region],2,2
P25940,3x4Hyp-GlcGalHyl-COL5A3(?-1745) [extracellular region],2,2
P25940,3x4Hyp-GlcGalHyl-COL5A3 [extracellular region],2,2
P25940,3x4Hyp-GlcGalHyl-COL5A3 [endoplasmic reticulum lumen],2,2
P25940,3x4Hyp-GalHyl-COL5A3(?-1745) [extracellular region],2,2
P25940,3x4Hyp-GalHyl-COL5A3 [extracellular region],2,2
P25940,3x4Hyp-GalHyl-COL5A3 [endoplasmic reticulum lumen],2,2
P25940,3x4Hyp-COL5A3(?-1745) [extracellular region],1,1
P25940,3x4Hyp-COL5A3 [extracellular region],1,1
P25940,3x4Hyp-COL5A3 [endoplasmic reticulum lumen],1,1
P25940,3x4Hyp-5Hyl-COL5A3(?-1745) [extracellular region],2,2
P25940,3x4Hyp-5Hyl-COL5A3 [extracellular region],2,2
P25940,3x4Hyp-5Hyl-COL5A3 [endoplasmic reticulum lumen],2,2
P25940,3x4Hyp-3Hyp-GlcGalHyl-COL5A3(?-1745) [extracellular region],3,3
P25940,3x4Hyp-3Hyp-GlcGalHyl-COL5A3 [extracellular region],3,3
P25940,3x4Hyp-3Hyp-GlcGalHyl-COL5A3 [endoplasmic reticulum lumen],3,3
P25940,3x4Hyp-3Hyp-GalHyl-COL5A3(?-1745) [extracellular region],3,3
P25940,3x4Hyp-3Hyp-GalHyl-COL5A3 [extracellular region],3,3
P25940,3x4Hyp-3Hyp-GalHyl-COL5A3 [endoplasmic reticulum lumen],3,3
P25940,3x4Hyp-3Hyp-COL5A3(?-1745) [extracellular region],2,2
P25940,3x4Hyp-3Hyp-COL5A3 [extracellular region],2,2
P25940,3x4Hyp-3Hyp-COL5A3 [endoplasmic reticulum lumen],2,2
P25940,3x4Hyp-3Hyp-5Hyl-COL5A3(?-1745) [extracellular region],3,3
P25940,3x4Hyp-3Hyp-5Hyl-COL5A3 [extracellular region],3,3
P25940,"3,4-hydroxyprolyl collagen alpha-3(V) chain [extracellular region]",2,2
P25940,"3,4-hydroxyprolyl collagen alpha-3(V) chain N-term fragment [extracellular region]",2,2
P25940,"3,4-hydroxyprolyl collagen alpha-3(V) chain C-term fragment [extracellular region]",2,2
P25940,"3,4-Hyp Glu-Gal-Hyl collagen alpha-3(V) chain [extracellular region]",3,3
P25940,"3,4-Hyp Glu-Gal-Hyl collagen alpha-3(V) chain N-term fragment [extracellular region]",3,3
P25940,"3,4-Hyp Glu-Gal-Hyl collagen alpha-3(V) chain C-term fragment [extracellular region]",3,3
P25940,"3,4-Hyp 5-Hyl collagen alpha-3(V) propeptide [endoplasmic reticulum lumen]",3,3
P25940,"3,4-Hyp 5-Hyl collagen alpha-3(V) chain [extracellular region]",3,3
P25940,"3,4-Hyp 5-Hyl collagen alpha-3(V) chain N-term fragment [extracellular region]",3,3
P25940,"3,4-Hyp 5-Hyl collagen alpha-3(V) chain C-term fragment [extracellular region]",3,3
P25940,"3,4-Hyp 5-Gal-Hyl collagen alpha-3(V) chain [extracellular region]",3,3
P25940,"3,4-Hyp 5-Gal-Hyl collagen alpha-3(V) chain N-term fragment [extracellular region]",3,3
P25940,"3,4-Hyp 5-Gal-Hyl collagen alpha-3(V) chain C-term fragment [extracellular region]",3,3
P25963,"p-S32,S36-NFKBIA [cytosol]",2,1
P25963,"Ub-21,22-p-S32,S36-NFKBIA [cytosol]",4,2
P25963,PolyUb-NFKBIA [cytosol],1,1
P25963,NFKBIA S32I [cytosol],2,2
P25963,NFKBIA M37K [cytosol],2,2
P25963,"K48PolyUb-K21,22-p-S32,S36-IkBA [cytosol]",4,2
P26651,"p-S60,S186-ZFP36 [cytosol]",2,1
P26678,p-S16-PLN [sarcoplasmic reticulum membrane],1,1
P27361,p-Y204-MAPK3-3 [cytosol],1,1
P27361,"p-T202,Y204-MAPK3 [nucleoplasm]",2,2
P27361,"p-T202,Y204-MAPK3 [cytosol]",2,2
P27658,GlcGalHyl-COL8A1(?-744) [extracellular region],1,1
P27658,GlcGalHyl-COL8A1(28-?) [extracellular region],1,1
P27658,GlcGalHyl-COL8A1(28-744) [extracellular region],1,1
P27658,GlcGalHyl-COL8A1(28-744) [endoplasmic reticulum lumen],1,1
P27658,GalHyl-COL8A1(?-744) [extracellular region],1,1
P27658,GalHyl-COL8A1(28-?) [extracellular region],1,1
P27658,GalHyl-COL8A1(28-744) [extracellular region],1,1
P27658,GalHyl-COL8A1(28-744) [endoplasmic reticulum lumen],1,1
P27658,5Hyl-COL8A1(?-744) [extracellular region],1,1
P27658,5Hyl-COL8A1(28-?) [extracellular region],1,1
P27658,5Hyl-COL8A1(28-744) [extracellular region],1,1
P27658,5Hyl-COL8A1(28-744) [endoplasmic reticulum lumen],1,1
P27658,3x4Hyp-GlcGalHyl-COL8A1(?-744) [extracellular region],2,2
P27658,3x4Hyp-GlcGalHyl-COL8A1(28-?) [extracellular region],2,2
P27658,3x4Hyp-GlcGalHyl-COL8A1(28-744) [extracellular region],2,2
P27658,3x4Hyp-GlcGalHyl-COL8A1(28-744) [endoplasmic reticulum lumen],2,2
P27658,3x4Hyp-GalHyl-COL8A1(?-744) [extracellular region],2,2
P27658,3x4Hyp-GalHyl-COL8A1(28-?) [extracellular region],2,2
P27658,3x4Hyp-GalHyl-COL8A1(28-744) [extracellular region],2,2
P27658,3x4Hyp-GalHyl-COL8A1(28-744) [endoplasmic reticulum lumen],2,2
P27658,3x4Hyp-COL8A1(?-744) [extracellular region],1,1
P27658,3x4Hyp-COL8A1(28-?) [extracellular region],1,1
P27658,3x4Hyp-COL8A1(28-744) [endoplasmic reticulum lumen],1,1
P27658,3x4Hyp-5Hyl-COL8A1(?-744) [extracellular region],2,2
P27658,3x4Hyp-5Hyl-COL8A1(28-?) [extracellular region],2,2
P27658,3x4Hyp-5Hyl-COL8A1(28-744) [extracellular region],2,2
P27658,3x4Hyp-5Hyl-COL8A1(28-744) [endoplasmic reticulum lumen],2,2
P27658,3x4Hyp-3Hyp-GlcGalHyl-COL8A1(?-744) [extracellular region],3,3
P27658,3x4Hyp-3Hyp-GlcGalHyl-COL8A1(28-?) [extracellular region],3,3
P27658,3x4Hyp-3Hyp-GlcGalHyl-COL8A1(28-744) [extracellular region],3,3
P27658,3x4Hyp-3Hyp-GlcGalHyl-COL8A1(28-744) [endoplasmic reticulum lumen],3,3
P27658,3x4Hyp-3Hyp-GalHyl-COL8A1(?-744) [extracellular region],3,3
P27658,3x4Hyp-3Hyp-GalHyl-COL8A1(28-?) [extracellular region],3,3
P27658,3x4Hyp-3Hyp-GalHyl-COL8A1(28-744) [extracellular region],3,3
P27658,3x4Hyp-3Hyp-GalHyl-COL8A1(28-744) [endoplasmic reticulum lumen],3,3
P27658,3x4Hyp-3Hyp-COL8A1(?-744) [extracellular region],2,2
P27658,3x4Hyp-3Hyp-COL8A1(28-?) [extracellular region],2,2
P27658,3x4Hyp-3Hyp-COL8A1(28-744) [extracellular region],2,2
P27658,3x4Hyp-3Hyp-COL8A1(28-744) [endoplasmic reticulum lumen],2,2
P27658,3x4Hyp-3Hyp-5Hyl-COL8A1(?-744) [extracellular region],3,3
P27658,3x4Hyp-3Hyp-5Hyl-COL8A1(28-?) [extracellular region],3,3
P27658,3x4Hyp-3Hyp-5Hyl-COL8A1(28-744) [extracellular region],3,3
P27658,3x4Hyp-3Hyp-5Hyl-COL8A1(28-744) [endoplasmic reticulum lumen],3,3
P27694,"SUMO2,3-K449,K577-RPA1 [nucleoplasm]",2,1
P27918,glc-fuc-CFP [endoplasmic reticulum lumen],1,1
P27918,O-fuc-CFP [endoplasmic reticulum lumen],1,1
P27986,PIK3R1 R574T [plasma membrane],2,2
P27986,PIK3R1 R574I [plasma membrane],2,2
P27986,PIK3R1 N564K [plasma membrane],2,2
P27986,PIK3R1 N564D [plasma membrane],2,2
P27986,PIK3R1 G376R [plasma membrane],2,2
P27986,PIK3R1 D560Y [plasma membrane],2,2
P27986,PIK3R1 D560H [plasma membrane],2,2
P27986,K63polyUb-PIK3R1 [cytosol],1,1
P28482,"p-T185,Y187-MAPK1 [nucleoplasm]",2,2
P28482,"p-T185,Y187-MAPK1 [cytosol]",2,2
P28749,"p-T369,S640,S964,S975-RBL1 [nucleoplasm]",4,2
P29317,"p-Y588,Y594-EPHA2 [plasma membrane]",2,1
P29320,"p-Y596,Y602-EPHA3 [plasma membrane]",2,1
P29322,"p-Y610,Y616-EPHA8 [plasma membrane]",2,1
P29323,"p-Y596,Y602-EPHB2 [plasma membrane]",2,1
P29353,p-Y427-SHC1 [cytosol],1,1
P29353,"p-Y349,Y350-SHC1 [cytosol]",2,1
P29353,"p-Y349,Y350,Y427-SHC1-1 [cytosol]",3,1
P29353,"p-Y349,Y350,Y427-SHC1 [cytosol]",3,1
P29353,p-Y317-SHC1-2 [cytosol],1,1
P29353,"p-Y239,Y240,Y317-SHC1-2 [plasma membrane]",3,1
P29353,"p-Y239,Y240,Y317-SHC1-2 [cytosol]",3,1
P29353,"p-Y194,Y195,Y272-SHC1-3 [plasma membrane]",3,1
P29353,"p-Y194,Y195,Y272-SHC1-3 [cytosol]",3,1
P29353,p-Y-SHC1 [cytosol],1,1
P29353,"p-S29,3Y-SHC1-2 [cytosol]",4,2
P29353,"p-S139,3Y-SHC1-1 [cytosol]",4,2
P29373,SUMO-K102-CRABP2 [nucleoplasm],1,1
P29373,SUMO-K102-CRABP2 [cytosol],1,1
P29400,GlcGalHyl-COL4A5(?-1685) [extracellular region],1,1
P29400,GlcGalHyl-COL4A5(27-?) [extracellular region],1,1
P29400,GlcGalHyl-COL4A5 [extracellular region],1,1
P29400,GlcGalHyl-COL4A5 [endoplasmic reticulum lumen],1,1
P29400,GalHyl-COL4A5(?-1685) [extracellular region],1,1
P29400,GalHyl-COL4A5(27-?) [extracellular region],1,1
P29400,GalHyl-COL4A5 [extracellular region],1,1
P29400,GalHyl-COL4A5 [endoplasmic reticulum lumen],1,1
P29400,5Hyl-COL4A5(?-1685) [extracellular region],1,1
P29400,5Hyl-COL4A5(27-?) [extracellular region],1,1
P29400,5Hyl-COL4A5 [extracellular region],1,1
P29400,5Hyl-COL4A5 [endoplasmic reticulum lumen],1,1
P29400,3x4Hyp-GlcGalHyl-COL4A5(?-1685) [extracellular region],2,2
P29400,3x4Hyp-GlcGalHyl-COL4A5(27-?) [extracellular region],2,2
P29400,3x4Hyp-GlcGalHyl-COL4A5 [extracellular region],2,2
P29400,3x4Hyp-GlcGalHyl-COL4A5 [endoplasmic reticulum lumen],2,2
P29400,3x4Hyp-GalHyl-COL4A5(?-1685) [extracellular region],2,2
P29400,3x4Hyp-GalHyl-COL4A5(27-?) [extracellular region],2,2
P29400,3x4Hyp-GalHyl-COL4A5 [extracellular region],2,2
P29400,3x4Hyp-GalHyl-COL4A5 [endoplasmic reticulum lumen],2,2
P29400,3x4Hyp-COL4A5(?-1685) [extracellular region],1,1
P29400,3x4Hyp-COL4A5(27-?) [extracellular region],1,1
P29400,3x4Hyp-COL4A5 [extracellular region],1,1
P29400,3x4Hyp-COL4A5 [endoplasmic reticulum lumen],1,1
P29400,3x4Hyp-5Hyl-COL4A5(?-1685) [extracellular region],2,2
P29400,3x4Hyp-5Hyl-COL4A5(27-?) [extracellular region],2,2
P29400,3x4Hyp-5Hyl-COL4A5 [extracellular region],2,2
P29400,3x4Hyp-5Hyl-COL4A5 [endoplasmic reticulum lumen],2,2
P29400,3x4Hyp-3Hyp-GlcGalHyl-COL4A5(?-1685) [extracellular region],3,3
P29400,3x4Hyp-3Hyp-GlcGalHyl-COL4A5(27-?) [extracellular region],3,3
P29400,3x4Hyp-3Hyp-GlcGalHyl-COL4A5 [extracellular region],3,3
P29400,3x4Hyp-3Hyp-GlcGalHyl-COL4A5 [endoplasmic reticulum lumen],3,3
P29400,3x4Hyp-3Hyp-GalHyl-COL4A5(?-1685) [extracellular region],3,3
P29400,3x4Hyp-3Hyp-GalHyl-COL4A5(27-?) [extracellular region],3,3
P29400,3x4Hyp-3Hyp-GalHyl-COL4A5 [extracellular region],3,3
P29400,3x4Hyp-3Hyp-GalHyl-COL4A5 [endoplasmic reticulum lumen],3,3
P29400,3x4Hyp-3Hyp-COL4A5(?-1685) [extracellular region],2,2
P29400,3x4Hyp-3Hyp-COL4A5(27-?) [extracellular region],2,2
P29400,3x4Hyp-3Hyp-COL4A5 [extracellular region],2,2
P29400,3x4Hyp-3Hyp-COL4A5 [endoplasmic reticulum lumen],2,2
P29400,3x4Hyp-3Hyp-5Hyl-COL4A5(?-1685) [extracellular region],3,3
P29400,3x4Hyp-3Hyp-5Hyl-COL4A5(27-?) [extracellular region],3,3
P29400,3x4Hyp-3Hyp-5Hyl-COL4A5 [extracellular region],3,3
P29400,3x4Hyp-3Hyp-5Hyl-COL4A5 [endoplasmic reticulum lumen],3,3
P29474,MyrG-NOS3 [cytosol],1,1
P29474,MyrG-NOS3 [Golgi membrane],1,1
P29474,2xPalmC-MyrG-p-S1177-NOS3 [plasma membrane],4,3
P29474,2xPalmC-MyrG-NOS3 [plasma membrane],3,2
P29474,2xPalmC-MyrG-NOS3 [endocytic vesicle membrane],3,2
P29474,2xPalmC-MyrG-NOS3 [Golgi membrane],3,2
P29590,"SUMO3-K65,K160,K490-PML [nucleoplasm]",3,1
P29590,"SUMO2-K65,K160,K490-PML [nucleoplasm]",3,1
P29590,"SUMO1-K65,160,490-PML [nucleoplasm]",3,1
P29597,p-Y1054-TYK2 [cytosol],1,1
P29597,"p-Y1054,Y1055-TYK2 [cytosol]",2,1
P29762,SUMO-K-CRABP1 [cytosol],1,1
P29966,p-4S-MARCKS [plasma membrane],4,1
P30273,p-Y65-FCER1G [plasma membrane],1,1
P30273,"p-Y65,Y76-FCER1G [plasma membrane]",2,1
P30291,p-WEE1 [nucleoplasm],1,1
P30291,p-S53-WEE1 [nucleoplasm],1,1
P30304,"p-S40,S116,S261-CDC25A [nucleoplasm]",3,1
P30304,p-S123-CDC25A [nucleoplasm],1,1
P30304,p-S123-CDC25A [cytosol],1,1
P30304,PolyUb-CDC25A [cytosol],1,1
P30305,"p-S50,T69,S160,S321,S470-CDC25B [cytosol]",5,2
P30307,"p-T48,T67,S122,T130,S168,S214-CDC25C [cytosol]",6,2
P30307,p-S216-CDC25C [nucleoplasm],1,1
P30307,p-S216-CDC25C [cytosol],1,1
P30307,p-S198-CDC25C [nucleoplasm],1,1
P30307,p-S191-CDC25C [nucleoplasm],1,1
P30518,p-AVPR2 [plasma membrane],1,1
P30530,"p-Y772,Y814-AXL [plasma membrane]",2,1
P31152,p-S186 MAPK4 [nucleoplasm],1,1
P31152,p-S186 MAPK4 [cytosol],1,1
P31431,XylS-SDC4 [Golgi lumen],1,1
P31431,Heparan-SDC4 [Golgi lumen],1,1
P31431,Heparan(4)-SDC4 [Golgi lumen],1,1
P31431,Heparan(3)-SDC4 [Golgi lumen],1,1
P31431,Heparan(2)-SDC4 [Golgi lumen],1,1
P31431,Heparan(1)-SDC4 [Golgi lumen],1,1
P31431,HS(6)-SDC4 [plasma membrane],1,1
P31431,HS(6)-SDC4 [lysosomal lumen],1,1
P31431,HS(6)-SDC4 [Golgi lumen],1,1
P31431,HS(5)-SDC4 [plasma membrane],1,1
P31431,HS(5)-SDC4 [Golgi lumen],1,1
P31431,HS(4)-SDC4 [plasma membrane],1,1
P31431,HS(4)-SDC4 [Golgi lumen],1,1
P31431,HS(3)-SDC4 [plasma membrane],1,1
P31431,HS(3)-SDC4 [Golgi lumen],1,1
P31431,HS(2)-SDC4 [plasma membrane],1,1
P31431,HS(2)-SDC4 [Golgi lumen],1,1
P31431,HS(1)-SDC4 [plasma membrane],1,1
P31431,HS(1)-SDC4 [Golgi lumen],1,1
P31431,GlcA-Gal-Gal-Xyl-SDC4 [Golgi lumen],1,1
P31431,Gal-Xyl-SDC4 [Golgi lumen],1,1
P31431,Gal-Gal-Xyl-SDC4 [Golgi lumen],1,1
P31513,FMO3 R492W [endoplasmic reticulum membrane],2,2
P31513,FMO3 P153L [endoplasmic reticulum membrane],2,2
P31513,FMO3 N61S [endoplasmic reticulum membrane],2,2
P31513,FMO3 M66I [endoplasmic reticulum membrane],2,2
P31513,FMO3 E32K [endoplasmic reticulum membrane],2,2
P31639,SLC5A2 W440* [plasma membrane],1,1
P31639,SLC5A2 R479G [plasma membrane],2,2
P31639,SLC5A2 N654S [plasma membrane],2,2
P31749,"p-Y315,Y326-AKT1 [cytosol]",2,1
P31749,p-T308-AKT1 [cytosol],1,1
P31749,"p-T308,S473-AKT1 [plasma membrane]",2,2
P31749,"p-T308,S473-AKT1 [nucleoplasm]",2,2
P31749,"p-T308,S473-AKT1 [cytosol]",2,2
P31749,"p-T308,S473-AKT1 E17K [nucleoplasm]",4,4
P31749,"p-T308,S473-AKT1 E17K [cytosol]",4,4
P31749,p-S473-AKT1 [plasma membrane],1,1
P31749,p-S473-AKT1 E17K [plasma membrane],3,3
P31749,AKT1 E17K [plasma membrane],2,2
P31749,AKT1 E17K [cytosol],2,2
P31751,p-T309-AKT2 [cytosol],1,1
P31751,"p-T309,S474-AKT2 [plasma membrane]",2,2
P31751,"p-T309,S474-AKT2 [nucleoplasm]",2,2
P31751,"p-T309,S474-AKT2 [cytosol]",4,2
P31751,p-S474-AKT2 [plasma membrane],1,1
P32004,p-Y1229-L1CAM [plasma membrane],1,1
P32004,p-Y1176-L1CAM [plasma membrane],1,1
P32004,p-Y-L1CAM [plasma membrane],1,1
P32004,"p-S1204,S1248-L1CAM [plasma membrane]",2,1
P32004,p-S1181-L1CAM [plasma membrane],1,1
P32004,p-S1152-L1CAM [plasma membrane],1,1
P32119,p-T89-PRDX2 [cytosol],1,1
P32121,PolyUb-ARRB2 [cytosol],1,1
P32927,p-Y593-CSF2RB [plasma membrane],1,1
P32927,"p-Y593,Y628-CSF2RB [plasma membrane]",2,1
P32927,p-S585-CSF2RB [plasma membrane],1,1
P32927,CSF2RB S271L [plasma membrane],2,2
P33151,p-S665-VE-cadherin [plasma membrane],1,1
P33778,Ub-HIST1H2BB [nucleoplasm],1,1
P33778,Ub-121-HIST1H2BB [nucleoplasm],1,1
P33778,AcK6-HIST1H2BB [nucleoplasm],1,1
P33778,AcK21-HIST1H2BB [nucleoplasm],1,1
P33778,AcK16-HIST1H2BB [nucleoplasm],1,1
P33778,AcK13-HIST1H2BB [nucleoplasm],1,1
P33778,AcK-HIST1H2BB [nucleoplasm],1,1
P33897,ABCD1 S606L [peroxisomal membrane],2,2
P33897,ABCD1 R617C [peroxisomal membrane],2,2
P33897,ABCD1 R554H [peroxisomal membrane],2,2
P33897,ABCD1 M1V [peroxisomal membrane],2,2
P33897,ABCD1 G277R [peroxisomal membrane],2,2
P34059,OxA-GALNS [lysosomal lumen],1,1
P34059,OxA-GALNS [extracellular region],1,1
P34059,OxA-GALNS [azurophil granule lumen],1,1
P34059,GALNS R386C [lysosomal lumen],2,2
P34059,GALNS I113F [lysosomal lumen],2,2
P34059,GALNS G301C [lysosomal lumen],2,2
P34741,"p-Y179,Y191-SDC2 [plasma membrane]",2,1
P34741,XylS-SDC2 [Golgi lumen],1,1
P34741,Heparan-SDC2 [Golgi lumen],1,1
P34741,Heparan(4)-SDC2 [Golgi lumen],1,1
P34741,Heparan(3)-SDC2 [Golgi lumen],1,1
P34741,Heparan(2)-SDC2 [Golgi lumen],1,1
P34741,Heparan(1)-SDC2 [Golgi lumen],1,1
P34741,HS(6)-SDC2 [plasma membrane],1,1
P34741,HS(6)-SDC2 [lysosomal lumen],1,1
P34741,HS(6)-SDC2 [Golgi lumen],1,1
P34741,HS(5)-SDC2 [plasma membrane],1,1
P34741,HS(5)-SDC2 [Golgi lumen],1,1
P34741,HS(4)-SDC2 [plasma membrane],1,1
P34741,HS(4)-SDC2 [Golgi lumen],1,1
P34741,HS(3)-SDC2 [plasma membrane],1,1
P34741,HS(3)-SDC2 [Golgi lumen],1,1
P34741,HS(2)-SDC2 [plasma membrane],1,1
P34741,HS(2)-SDC2 [Golgi lumen],1,1
P34741,HS(1)-SDC2 [plasma membrane],1,1
P34741,HS(1)-SDC2 [Golgi lumen],1,1
P34741,GlcA-Gal-Gal-Xyl-SDC2 [Golgi lumen],1,1
P34741,Gal-Xyl-SDC2 [Golgi lumen],1,1
P34741,Gal-Gal-Xyl-SDC2 [Golgi lumen],1,1
P34896,PXLP-SHMT1 [cytosol],1,1
P34949,MPI S102L [cytosol],2,2
P34949,MPI R295H [cytosol],2,2
P34949,MPI R219Q [cytosol],2,2
P34949,MPI M138T [cytosol],2,2
P35052,XylS-GPC1 [Golgi lumen],1,1
P35052,Heparan-GPC1 [Golgi lumen],1,1
P35052,Heparan(4)-GPC1 [Golgi lumen],1,1
P35052,Heparan(3)-GPC1 [Golgi lumen],1,1
P35052,Heparan(2)-GPC1 [Golgi lumen],1,1
P35052,Heparan(1)-GPC1 [Golgi lumen],1,1
P35052,HS(6)-GPC1 [plasma membrane],1,1
P35052,HS(6)-GPC1 [lysosomal lumen],1,1
P35052,HS(6)-GPC1 [Golgi lumen],1,1
P35052,HS(5)-GPC1 [plasma membrane],1,1
P35052,HS(5)-GPC1 [Golgi lumen],1,1
P35052,HS(4)-GPC1 [plasma membrane],1,1
P35052,HS(4)-GPC1 [Golgi lumen],1,1
P35052,HS(3)-GPC1 [plasma membrane],1,1
P35052,HS(3)-GPC1 [Golgi lumen],1,1
P35052,HS(2)-GPC1 [plasma membrane],1,1
P35052,HS(2)-GPC1 [Golgi lumen],1,1
P35052,HS(1)-GPC1 [plasma membrane],1,1
P35052,HS(1)-GPC1 [Golgi lumen],1,1
P35052,GlcA-Gal-Gal-Xyl-GPC1 [Golgi lumen],1,1
P35052,Gal-Xyl-GPC1 [Golgi lumen],1,1
